product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
Fenjal Luxury Hydrating Body Lotion (200ml),Beauty,2.0,i don't like it.,Does not smell as good as the oil.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,Does not smell as good as the oil.,,PRODUCT: . REVIEW: Does not smell as good as the oil.,11,0,0,0,0,0.0,0.0,2.0,-0.3412,0.0,0.211
"Petmate Jackson Galaxy Cat Dice, 3-Pack",Pet Products,4.0,Four Stars,Great for my cats! One plays &#34;roll it back&#34; with me all day long.,0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,Great for my cats! One plays 34 roll it back 34 with me all day long.,,PRODUCT: . REVIEW: Great for my cats! One plays 34 roll it back 34 with me all day long.,19,1,0,0,0,0.0,0.0,4.0,0.75,0.285,0.0
Sony MDRAS200 Active Sports Headphones,Electronics,2.0,Don't buy,"These should not be called sports headphones. I bought them to use at the gym and they would fall out walking from machine to machine. On the second day of use, the left earpiece broke without reason. I didnt give them 1-star only because of Amazon's good return service.",2.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"These should not be called sports headphones. I bought them to use at the gym and they would fall out walking from machine to machine. On the second day of use, the left earpiece broke without reason. I didnt give them 1-star only because of Amazon's good return service.",,"PRODUCT: . REVIEW: These should not be called sports headphones. I bought them to use at the gym and they would fall out walking from machine to machine. On the second day of use, the left earpiece broke without reason. I didnt give them 1-star only because of Amazon's good return service.",52,0,0,0,0,0.0,0.0,2.0,0.0258,0.055,0.053
"Lentil Crisps Poppadums, Green Chili Garlic, 6 Cans of 4.23oz",Grocery,2.0,Not at all delicious.,"I should probably give these 1 star, but since they are edible and I am going to finish them in all fairness they deserve a 2, but I do not at all recommend them.<br /><br />In their drive to lower calorie count and seem healthy they have forgotten that the compounds that give us flavor are fat soluble. It has just 5 grams of fat for the &#34;severing size&#34; of 19 crisps (the recommended size is 6). And they are so exceptionally dry and bland that I'm surprised it's that much. And these are dry in the worst way possible, they're not crispy and light, they've got crunch, but it gives a very bad drying mouth feel that makes you think you can choke on them, and the aftertaste doesn't help matters.<br /><br />There is a slight heat from the chili, but I can't really taste the garlic. They're overall pretty unpleasant. I was only able to tolerate my first serving because I had it with a sandwich and a drink, and the second serving because I ate it with generous amounts of cucumber yogurt sauce.",0.0,1.0,N,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"I should probably give these 1 star, but since they are edible and I am going to finish them in all fairness they deserve a 2, but I do not at all recommend them. In their drive to lower calorie count and seem healthy they have forgotten that the compounds that give us flavor are fat soluble. It has just 5 grams of fat for the 34 severing size 34 of 19 crisps the recommended size is 6 . And they are so exceptionally dry and bland that I'm surprised it's that much. And these are dry in the worst way possible, they're not crispy and light, they've got crunch, but it gives a very bad drying mouth feel that makes you think you can choke on them, and the aftertaste doesn't help matters. There is a slight heat from the chili, but I can't really taste the garlic. They're overall pretty unpleasant. I was only able to tolerate my first serving because I had it with a sandwich and a drink, and the second serving because I ate it with generous amounts of cucumber yogurt sauce.","Lentil Crisps Poppadums, Green Chili Garlic, 6 Cans of 4.23oz","PRODUCT: Lentil Crisps Poppadums, Green Chili Garlic, 6 Cans of 4.23oz. REVIEW: I should probably give these 1 star, but since they are edible and I am going to finish them in all fairness they deserve a 2, but I do not at all recommend them. In their drive to lower calorie count and seem healthy they have forgotten that the compounds that give us flavor are fat soluble. It has just 5 grams of fat for the 34 severing size 34 of 19 crisps the recommended size is 6 . And they are so exceptionally dry and bland that I'm surprised it's that much. And these are dry in the worst way possible, they're not crispy and light, they've got crunch, but it gives a very bad drying mouth feel that makes you think you can choke on them, and the aftertaste doesn't help matters. There is a slight heat from the chili, but I can't really taste the garlic. They're overall pretty unpleasant. I was only able to tolerate my first serving because I had it with a sandwich and a drink, and the second serving because I ate it with generous amounts of cucumber yogurt sauce.",199,0,0,0,0,0.0,0.0,2.0,-0.9403,0.078,0.146
FM Dipole Antenna 75 ohm PAL Connector,Electronics,2.0,Had bought it thinking that it would fit the antennae ...,"Had bought it thinking that it would fit the antennae port on the back of my Tivioli Radio.  Not worth sending it back, trashed it, went to local Walmart and they fixed me up with what I needed A few bucks more but worth it.",0.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Had bought it thinking that it would fit the antennae port on the back of my Tivioli Radio. Not worth sending it back, trashed it, went to local Walmart and they fixed me up with what I needed A few bucks more but worth it.",,"PRODUCT: . REVIEW: Had bought it thinking that it would fit the antennae port on the back of my Tivioli Radio. Not worth sending it back, trashed it, went to local Walmart and they fixed me up with what I needed A few bucks more but worth it.",48,0,0,0,0,0.0,0.0,2.0,-0.1486,0.037,0.071
"Premium Hair Sponge / Brush For Dreads & Afros, Coils & Magic Twists by Cherir",Beauty,2.0,If your hair is short go for it. Holes are small so had to make some bigger,Great for short hair bad for long hair.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,Great for short hair bad for long hair.,"Premium Hair Sponge Brush For Dreads Afros, Coils Magic Twists by Cherir","PRODUCT: Premium Hair Sponge Brush For Dreads Afros, Coils Magic Twists by Cherir. REVIEW: Great for short hair bad for long hair.",22,0,0,0,0,0.0,0.0,2.0,-0.2023,0.141,0.203
O.N.E. Coconut Water Splash (Pack of 12),Grocery,1.0,Change for the WORSE,"I was receiving a case of this every other month.  I noticed the new packaging.  It is no longer 100% juice.  They are now adding &#34;natural flavors.&#34;  It now tastes STRONGLY of artificial coconut.  Like drinking a Mounds bar without the chocolate.  Yuck.  It tastes NOTHING like the juice from a coconut.  I canceled my order, and asked for a refund.  Am looking for another brand.....",15.0,15.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"I was receiving a case of this every other month. I noticed the new packaging. It is no longer 100% juice. They are now adding 34 natural flavors. 34 It now tastes STRONGLY of artificial coconut. Like drinking a Mounds bar without the chocolate. Yuck. It tastes NOTHING like the juice from a coconut. I canceled my order, and asked for a refund. Am looking for another brand.....",,"PRODUCT: . REVIEW: I was receiving a case of this every other month. I noticed the new packaging. It is no longer 100% juice. They are now adding 34 natural flavors. 34 It now tastes STRONGLY of artificial coconut. Like drinking a Mounds bar without the chocolate. Yuck. It tastes NOTHING like the juice from a coconut. I canceled my order, and asked for a refund. Am looking for another brand.....",71,0,0,1,0,0.0141,0.0,1.0,0.5458,0.112,0.061
Yogi Teas Tea Womans Energy,Grocery,2.0,Two Stars,"Made me breakout for some reason,taste was okay.",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"Made me breakout for some reason,taste was okay.",,"PRODUCT: . REVIEW: Made me breakout for some reason,taste was okay.",11,0,0,0,0,0.0,0.0,2.0,0.2263,0.174,0.0
Shape Solver Women's Plus-Size Paisley Lace Triple Tier Swim Dress,Apparel,3.0,Three Stars,Would like to have this in a smaller size but this was the only one available.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,Would like to have this in a smaller size but this was the only one available.,Shape Solver Women's Plus-Size Paisley Lace Triple Tier Swim Dress,PRODUCT: Shape Solver Women's Plus-Size Paisley Lace Triple Tier Swim Dress. REVIEW: Would like to have this in a smaller size but this was the only one available.,28,0,0,0,0,0.0,0.0,3.0,0.1901,0.063,0.0
"Chex Gluten Free Oatmeal, 9.54 Ounce (Pack of 2)",Grocery,2.0,Liked my old brand better.,"I tried this as an alternative to GlutenFreeda oatmeal which is on the pricey side. I was rather disappointed and will be switching back. The sugar content is higher in this brand.  And while the flavor says brown sugar, brown sugar is absent from the ingredient list.  Just way too sugary for my palate.",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"I tried this as an alternative to GlutenFreeda oatmeal which is on the pricey side. I was rather disappointed and will be switching back. The sugar content is higher in this brand. And while the flavor says brown sugar, brown sugar is absent from the ingredient list. Just way too sugary for my palate.","Chex Gluten Free Oatmeal, 9.54 Ounce Pack of 2","PRODUCT: Chex Gluten Free Oatmeal, 9.54 Ounce Pack of 2. REVIEW: I tried this as an alternative to GlutenFreeda oatmeal which is on the pricey side. I was rather disappointed and will be switching back. The sugar content is higher in this brand. And while the flavor says brown sugar, brown sugar is absent from the ingredient list. Just way too sugary for my palate.",65,0,0,0,0,0.0,0.0,2.0,0.0516,0.049,0.046
Digital 7x18 Gold Range Finder Goldscope Scope & Case K0108-1,Sports,5.0,Not Bad For The Money,"Nothing fancy, and a ltitle lager than I'd prefer.  Old style concept and only approximate, but good enough for a bogey shooter like me.  Because of magnification &#34;shake,&#34; the tendency is to underestimate distances, but it's still a great deal if you want old style.  Just use your clubs or cart to steady your elbow.  It really just depends on if you want to pay $17, $117, or $217.",2.0,2.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,14571311.0,R1A02ICCXU06E8,B0098GB96Q,112998483.0,N,2015-07-22,"Nothing fancy, and a ltitle lager than I'd prefer. Old style concept and only approximate, but good enough for a bogey shooter like me. Because of magnification 34 shake, 34 the tendency is to underestimate distances, but it's still a great deal if you want old style. Just use your clubs or cart to steady your elbow. It really just depends on if you want to pay $17, $117, or $217.",Digital 7x18 Gold Range Finder Goldscope Scope Case K0108-1,"PRODUCT: Digital 7x18 Gold Range Finder Goldscope Scope Case K0108-1. REVIEW: Nothing fancy, and a ltitle lager than I'd prefer. Old style concept and only approximate, but good enough for a bogey shooter like me. Because of magnification 34 shake, 34 the tendency is to underestimate distances, but it's still a great deal if you want old style. Just use your clubs or cart to steady your elbow. It really just depends on if you want to pay $17, $117, or $217.",82,0,0,0,0,0.0,0.0,5.0,0.9136,0.192,0.068
Logitech Harmony Smart Control with Smartphone,Electronics,2.0,Nails on a chalkboard!,"The phone App is pretty much required to use this Device which is a shame because the Phone App is very buggy and tough to use.<br />Setting up a Device or a Task feels like a chore and can take quite a while depending on your Setup. I have four Main Devices (TV, Receiver, PS4, Blu-Ray Player) and setting up one task to watch a Movie (Turn on TV, Blu-Ray player, Receiver) took be over an hour!<br />The Playstation 4 doesn't allow you to use a third party Wireless remote from what I can find, so basically I have a new Remote that will sometimes allow me to watch Movies....",2.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"The phone App is pretty much required to use this Device which is a shame because the Phone App is very buggy and tough to use. Setting up a Device or a Task feels like a chore and can take quite a while depending on your Setup. I have four Main Devices TV, Receiver, PS4, Blu-Ray Player and setting up one task to watch a Movie Turn on TV, Blu-Ray player, Receiver took be over an hour! The Playstation 4 doesn't allow you to use a third party Wireless remote from what I can find, so basically I have a new Remote that will sometimes allow me to watch Movies....",,"PRODUCT: . REVIEW: The phone App is pretty much required to use this Device which is a shame because the Phone App is very buggy and tough to use. Setting up a Device or a Task feels like a chore and can take quite a while depending on your Setup. I have four Main Devices TV, Receiver, PS4, Blu-Ray Player and setting up one task to watch a Movie Turn on TV, Blu-Ray player, Receiver took be over an hour! The Playstation 4 doesn't allow you to use a third party Wireless remote from what I can find, so basically I have a new Remote that will sometimes allow me to watch Movies....",113,1,0,0,0,0.0,0.0,2.0,0.3604,0.079,0.075
"SoundBot SB571 Bluetooth Wireless Speaker 12W Output HD Bass 40mm Dual Driver Portable Speakerphone for 12Hr Enhanced Music Streaming & HandsFree Calling, Built-in Mic, 3.5mm Line-In",Electronics,5.0,For the price this speaker is awesome. Decent bluetooth distance,"For the price this speaker is awesome. Decent bluetooth distance, and if you aren't a sound junkie sound is good too. Loud enough for just about whatever. Great purchase.",1.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"For the price this speaker is awesome. Decent bluetooth distance, and if you aren't a sound junkie sound is good too. Loud enough for just about whatever. Great purchase.","SoundBot SB571 Bluetooth Wireless Speaker 12W Output HD Bass 40mm Dual Driver Portable Speakerphone for 12Hr Enhanced Music Streaming HandsFree Calling, Built-in Mic, 3.5mm Line-In","PRODUCT: SoundBot SB571 Bluetooth Wireless Speaker 12W Output HD Bass 40mm Dual Driver Portable Speakerphone for 12Hr Enhanced Music Streaming HandsFree Calling, Built-in Mic, 3.5mm Line-In. REVIEW: For the price this speaker is awesome. Decent bluetooth distance, and if you aren't a sound junkie sound is good too. Loud enough for just about whatever. Great purchase.",56,0,0,0,0,0.0,0.0,5.0,0.9022,0.176,0.0
"Knot Genie Detangling Brush, Fairy Pink",Beauty,2.0,You're better off using a rounded brush,It doesn't really work that well my hair or my daughter's. You're better off using a rounded brush. It just gets stuck in her hair. At least it comes apart so you can store your extra hair-ties inside of it.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,It doesn't really work that well my hair or my daughter's. You're better off using a rounded brush. It just gets stuck in her hair. At least it comes apart so you can store your extra hair-ties inside of it.,,PRODUCT: . REVIEW: It doesn't really work that well my hair or my daughter's. You're better off using a rounded brush. It just gets stuck in her hair. At least it comes apart so you can store your extra hair-ties inside of it.,43,0,0,0,0,0.0,0.0,2.0,0.5046,0.116,0.044
Hikari Betta Bio-Gold,Pet Products,5.0,These seem to be good quality. My betta is a bit too small ...,"These seem to be good quality. My betta is a bit too small to eat them yet, so he's eating frozen foods and the Hikari micro pellets for now, but these stay fresh for a long time so we'll transition when the time is right.",0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,"These seem to be good quality. My betta is a bit too small to eat them yet, so he's eating frozen foods and the Hikari micro pellets for now, but these stay fresh for a long time so we'll transition when the time is right.",,"PRODUCT: . REVIEW: These seem to be good quality. My betta is a bit too small to eat them yet, so he's eating frozen foods and the Hikari micro pellets for now, but these stay fresh for a long time so we'll transition when the time is right.",48,0,0,0,0,0.0,0.0,5.0,0.5994,0.102,0.0
Conair Bristle Brush,Pet Products,3.0,so-so,"The brush itself is great for my Shar-Pei with a horse hair coat and it was easy to use, but cleaning it is more trouble than it is worth.",0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,"The brush itself is great for my Shar-Pei with a horse hair coat and it was easy to use, but cleaning it is more trouble than it is worth.",,"PRODUCT: . REVIEW: The brush itself is great for my Shar-Pei with a horse hair coat and it was easy to use, but cleaning it is more trouble than it is worth.",32,0,0,0,0,0.0,0.0,3.0,0.2169,0.186,0.108
Music Hall - Marimba - Bookshelf Loudspeakers (PR),Electronics,4.0,Solid.,"It was between these and the AudioEngine P4s. These won the sound test.  They sound great.  I don't need a subwoofer, they put out plenty of bass for me, and go louder than I would ever want even for a party.  They also won the looks test.  They look good, simple black boxes with a simple black finish, small logos. Im happy with the purchase.",2.0,3.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"It was between these and the AudioEngine P4s. These won the sound test. They sound great. I don't need a subwoofer, they put out plenty of bass for me, and go louder than I would ever want even for a party. They also won the looks test. They look good, simple black boxes with a simple black finish, small logos. Im happy with the purchase.",Music Hall - Marimba - Bookshelf Loudspeakers PR,"PRODUCT: Music Hall - Marimba - Bookshelf Loudspeakers PR. REVIEW: It was between these and the AudioEngine P4s. These won the sound test. They sound great. I don't need a subwoofer, they put out plenty of bass for me, and go louder than I would ever want even for a party. They also won the looks test. They look good, simple black boxes with a simple black finish, small logos. Im happy with the purchase.",75,0,0,1,0,0.0133,0.0,4.0,0.9686,0.266,0.0
Fugoo Style Bluetooth Wireless Speaker,Electronics,4.0,Easy to use,"Easy to use, rugged, good battery life, and great bluetooth range.  The sound is not quite as full as I would like.  It serves its purpose well around the pool without fear of water damage and sounds good.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Easy to use, rugged, good battery life, and great bluetooth range. The sound is not quite as full as I would like. It serves its purpose well around the pool without fear of water damage and sounds good.",,"PRODUCT: . REVIEW: Easy to use, rugged, good battery life, and great bluetooth range. The sound is not quite as full as I would like. It serves its purpose well around the pool without fear of water damage and sounds good.",41,0,0,0,1,0.0,0.0244,4.0,0.9416,0.369,0.059
Revlon ColorStay Liquid Makeup for Combination/Oily,Beauty,2.0,Leaves me looking orange,"I mainly bought this product because I've heard that this foundation provides medium to full coverage. I have to admit that it provides pretty good coverage however, this foundation turns orange on my face and it is very hard to blend. The packaging is also a bit stressful and I much rather prefer it to be in a tube or a pump. I am going to stick with my BB creams.",0.0,0.0,N,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"I mainly bought this product because I've heard that this foundation provides medium to full coverage. I have to admit that it provides pretty good coverage however, this foundation turns orange on my face and it is very hard to blend. The packaging is also a bit stressful and I much rather prefer it to be in a tube or a pump. I am going to stick with my BB creams.",,"PRODUCT: . REVIEW: I mainly bought this product because I've heard that this foundation provides medium to full coverage. I have to admit that it provides pretty good coverage however, this foundation turns orange on my face and it is very hard to blend. The packaging is also a bit stressful and I much rather prefer it to be in a tube or a pump. I am going to stick with my BB creams.",74,0,0,0,0,0.0,0.0,2.0,0.4417,0.107,0.068
Coastal Scents 22 Piece Brush Set (BR-SET-011),Beauty,4.0,Okay,"These brushes are soft and they blend well, but they shed terribly. I think they're good value for the price though.",0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"These brushes are soft and they blend well, but they shed terribly. I think they're good value for the price though.",,"PRODUCT: . REVIEW: These brushes are soft and they blend well, but they shed terribly. I think they're good value for the price though.",24,0,0,0,0,0.0,0.0,4.0,0.3818,0.271,0.156
Zipbuds Zipbuds Pro Mic Earbuds,Electronics,1.0,worthless in three months,three months of use then the right ear goes out.  do not buy.,0.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,three months of use then the right ear goes out. do not buy.,,PRODUCT: . REVIEW: three months of use then the right ear goes out. do not buy.,16,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
"Freetress Braid Deep Twist 22""",Beauty,5.0,Great Product,It was my first time purchasing this hair and I must say that I am very pleased with this Freetress product.,4.0,5.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,It was my first time purchasing this hair and I must say that I am very pleased with this Freetress product.,,PRODUCT: . REVIEW: It was my first time purchasing this hair and I must say that I am very pleased with this Freetress product.,24,0,0,0,0,0.0,0.0,5.0,0.4927,0.138,0.0
"The AquaAudio&#8482; Cubo – Waterproof Bluetooth Wireless Speaker with Strong Suction Cup for Showers, Bathroom, Pool, Boat, Car, Beach, Outdoor etc. / Optimized Buttons for Easy Control / Amazingly Powerful & Crystal Clear Sound / Compatible with All Devices with Bluetooth Capability + Siri Compatible - 10 hours Playtime Rechargeable Battery / with Built-in Mic for use as a Powerful Hands-free",Electronics,2.0,Waste of money,Didn't suction very well to the wall in the shower so it fell and never worked again. We used it for a day.... When it did work it sounded good. Waste of money.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Didn't suction very well to the wall in the shower so it fell and never worked again. We used it for a day.... When it did work it sounded good. Waste of money.,"The AquaAudio 8482 Cubo Waterproof Bluetooth Wireless Speaker with Strong Suction Cup for Showers, Bathroom, Pool, Boat, Car, Beach, Outdoor etc. Optimized Buttons for Easy Control Amazingly Powerful Crystal Clear Sound Compatible with All Devices with Bluetooth Capability Siri Compatible - 10 hours Playtime Rechargeable Battery with Built-in Mic for use as a Powerful Hands-free","PRODUCT: The AquaAudio 8482 Cubo Waterproof Bluetooth Wireless Speaker with Strong Suction Cup for Showers, Bathroom, Pool, Boat, Car, Beach, Outdoor etc. Optimized Buttons for Easy Control Amazingly Powerful Crystal Clear Sound Compatible with All Devices with Bluetooth Capability Siri Compatible - 10 hours Playtime Rechargeable Battery with Built-in Mic for use as a Powerful Hands-free. REVIEW: Didn't suction very well to the wall in the shower so it fell and never worked again. We used it for a day.... When it did work it sounded good. Waste of money.",90,0,0,1,2,0.0111,0.0222,2.0,0.9461,0.203,0.046
"Purity Farms Organic Clarified Butter Ghee, 13 Ounce -- 3 per case.",Grocery,5.0,Great value.,Very happy with my purchase. My favorite ghee!,0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,Very happy with my purchase. My favorite ghee!,"Purity Farms Organic Clarified Butter Ghee, 13 Ounce -- 3 per case.","PRODUCT: Purity Farms Organic Clarified Butter Ghee, 13 Ounce -- 3 per case.. REVIEW: Very happy with my purchase. My favorite ghee!",22,1,0,2,0,0.0909,0.0,5.0,0.8066,0.277,0.0
Caseling Premium Hard EVA Case Travel Bag Pouch for Bose Soundlink Mini Bluetooth Speaker,Electronics,5.0,Great product that accomplishes it's purpose!,"We just got the Caseling Hard Case and a 12 VDC charger for our Bose Mini Soundlink speaker. This case is a must as it thoroughly protects the Mini Soundlink, it's charging base, wall charger AND the new 12 volt charger as well! We tuck the case with it's &#34;charges&#34; into a locker in our little travel trailer knowing that despite the bumps and knocks of going down the road our Mini Soundlink will be safe and sound (pun intended) and ready to fill our next stop with the great rich sound of Bose!",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"We just got the Caseling Hard Case and a 12 VDC charger for our Bose Mini Soundlink speaker. This case is a must as it thoroughly protects the Mini Soundlink, it's charging base, wall charger AND the new 12 volt charger as well! We tuck the case with it's 34 charges 34 into a locker in our little travel trailer knowing that despite the bumps and knocks of going down the road our Mini Soundlink will be safe and sound pun intended and ready to fill our next stop with the great rich sound of Bose!",Caseling Premium Hard EVA Case Travel Bag Pouch for Bose Soundlink Mini Bluetooth Speaker,"PRODUCT: Caseling Premium Hard EVA Case Travel Bag Pouch for Bose Soundlink Mini Bluetooth Speaker. REVIEW: We just got the Caseling Hard Case and a 12 VDC charger for our Bose Mini Soundlink speaker. This case is a must as it thoroughly protects the Mini Soundlink, it's charging base, wall charger AND the new 12 volt charger as well! We tuck the case with it's 34 charges 34 into a locker in our little travel trailer knowing that despite the bumps and knocks of going down the road our Mini Soundlink will be safe and sound pun intended and ready to fill our next stop with the great rich sound of Bose!",112,2,0,0,0,0.0,0.0,5.0,0.9228,0.148,0.057
Spinning Hat's Speaker Blanket,Electronics,2.0,Two Stars,Pretty sure it stopped working after just a few moments of testing it out of the box.,1.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Pretty sure it stopped working after just a few moments of testing it out of the box.,,PRODUCT: . REVIEW: Pretty sure it stopped working after just a few moments of testing it out of the box.,20,0,0,0,0,0.0,0.0,2.0,0.5574,0.246,0.085
"Junket Vanilla Ice Cream Mix,  4-Ounce Boxes (Pack of 12)",Grocery,2.0,Two Stars,"Didn't taste very good at all, so so.",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"Didn't taste very good at all, so so.","Junket Vanilla Ice Cream Mix, 4-Ounce Boxes Pack of 12","PRODUCT: Junket Vanilla Ice Cream Mix, 4-Ounce Boxes Pack of 12. REVIEW: Didn't taste very good at all, so so.",20,0,0,0,0,0.0,0.0,2.0,-0.3865,0.0,0.121
"TruVibe 100% Organic Raw Cacao Nibs, Fair Trade, Criollo Cacao",Grocery,5.0,Great Buy!,So yummy and good for me...oh and a great price too!,0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,So yummy and good for me...oh and a great price too!,"TruVibe 100% Organic Raw Cacao Nibs, Fair Trade, Criollo Cacao","PRODUCT: TruVibe 100% Organic Raw Cacao Nibs, Fair Trade, Criollo Cacao. REVIEW: So yummy and good for me...oh and a great price too!",23,1,0,0,0,0.0,0.0,5.0,0.9267,0.429,0.0
Gimbal's Sour Gourmet Jelly Beans 13oz Bag,Grocery,2.0,Not sour t all. I ordered them instead of ...,"Not sour t all.  I ordered them instead of the Jelly Belly sours, but they did not compare.",1.0,1.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"Not sour t all. I ordered them instead of the Jelly Belly sours, but they did not compare.",,"PRODUCT: . REVIEW: Not sour t all. I ordered them instead of the Jelly Belly sours, but they did not compare.",21,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0
Glamorous Women's Aztec Sequin Sleeveless Dress,Apparel,2.0,TOO SHORT! Cannot wear in public,"Way too short, I'm an average 5'5&#34; and my bum was hanging out while standing.  Sitting was out of the question unless you like people to see your most private of private parts...",2.0,2.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,"Way too short, I'm an average 5'5 34 and my bum was hanging out while standing. Sitting was out of the question unless you like people to see your most private of private parts...",,"PRODUCT: . REVIEW: Way too short, I'm an average 5'5 34 and my bum was hanging out while standing. Sitting was out of the question unless you like people to see your most private of private parts...",37,0,0,0,0,0.0,0.0,2.0,0.3612,0.067,0.0
"Regalo Easy Step Extra Tall Walk Thru Gate, White",Baby,5.0,Works great. Our dog can't jump over it,"Works great. Our dog can't jump over it, yet it's easy to install/remove and walk through. It would be nice if the opening was just a tad wider, but luckily we're all slim and can get through it but a few of our guests have had troubles.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,39674043.0,R3ISOZMKBTOGXS,B001OC5UNA,249629900.0,N,2015-04-19,"Works great. Our dog can't jump over it, yet it's easy to install remove and walk through. It would be nice if the opening was just a tad wider, but luckily we're all slim and can get through it but a few of our guests have had troubles.","Regalo Easy Step Extra Tall Walk Thru Gate, White","PRODUCT: Regalo Easy Step Extra Tall Walk Thru Gate, White. REVIEW: Works great. Our dog can't jump over it, yet it's easy to install remove and walk through. It would be nice if the opening was just a tad wider, but luckily we're all slim and can get through it but a few of our guests have had troubles.",59,0,0,0,0,0.0,0.0,5.0,0.7783,0.189,0.059
"VonHaus Universal Projector Ceiling Mount, Adjustable Height up to 25.5 inches, Swivels 30 Degrees & Tilts 15 Degrees",Electronics,3.0,Three Stars,"Gets the job done not very sturdy, had to make modifications to fit my projector",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Gets the job done not very sturdy, had to make modifications to fit my projector","VonHaus Universal Projector Ceiling Mount, Adjustable Height up to 25.5 inches, Swivels 30 Degrees Tilts 15 Degrees","PRODUCT: VonHaus Universal Projector Ceiling Mount, Adjustable Height up to 25.5 inches, Swivels 30 Degrees Tilts 15 Degrees. REVIEW: Gets the job done not very sturdy, had to make modifications to fit my projector",34,0,0,0,0,0.0,0.0,3.0,0.3612,0.07,0.0
RioRand 1080p HDMI to Composite / AV S-Video Converter RCA CVBS/L/R Video Converter Adapter PAL / NTSC CVBS / S-Video Switch High-definition multimedia interface 1080P for PS3/DVD/Camara,Electronics,2.0,Two Stars,Unfortunately it doesconvert the signal but  gives a poor picture quality!,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Unfortunately it doesconvert the signal but gives a poor picture quality!,RioRand 1080p HDMI to Composite AV S-Video Converter RCA CVBS L R Video Converter Adapter PAL NTSC CVBS S-Video Switch High-definition multimedia interface 1080P for PS3 DVD Camara,PRODUCT: RioRand 1080p HDMI to Composite AV S-Video Converter RCA CVBS L R Video Converter Adapter PAL NTSC CVBS S-Video Switch High-definition multimedia interface 1080P for PS3 DVD Camara. REVIEW: Unfortunately it doesconvert the signal but gives a poor picture quality!,41,1,0,0,0,0.0,0.0,2.0,-0.7304,0.0,0.146
